# train_acc test_acc
2.000000000000000111e-01 2.000000000000000111e-01
5.999999999999999778e-01 5.999999999999999778e-01
6.690000000000000391e-01 6.560000000000000275e-01
7.079999999999999627e-01 7.079999999999999627e-01
8.289999999999999591e-01 8.159999999999999476e-01
8.489999999999999769e-01 8.719999999999999973e-01
8.339999999999999636e-01 8.399999999999999689e-01
8.319999999999999618e-01 8.279999999999999583e-01
7.950000000000000400e-01 7.800000000000000266e-01
8.549999999999999822e-01 8.559999999999999831e-01
8.519999999999999796e-01 8.639999999999999902e-01
8.479999999999999760e-01 8.399999999999999689e-01
8.529999999999999805e-01 8.719999999999999973e-01
8.589999999999999858e-01 8.679999999999999938e-01
8.569999999999999840e-01 8.559999999999999831e-01
8.860000000000000098e-01 8.880000000000000115e-01
8.950000000000000178e-01 9.040000000000000258e-01
8.900000000000000133e-01 9.000000000000000222e-01
8.890000000000000124e-01 8.840000000000000080e-01
9.050000000000000266e-01 8.960000000000000187e-01
9.080000000000000293e-01 9.000000000000000222e-01
9.100000000000000311e-01 9.000000000000000222e-01
9.020000000000000240e-01 9.200000000000000400e-01
9.100000000000000311e-01 9.120000000000000329e-01
9.160000000000000364e-01 9.080000000000000293e-01
9.140000000000000346e-01 9.040000000000000258e-01
9.130000000000000338e-01 9.040000000000000258e-01
9.060000000000000275e-01 9.040000000000000258e-01
9.070000000000000284e-01 9.040000000000000258e-01
9.090000000000000302e-01 9.200000000000000400e-01
9.180000000000000382e-01 9.040000000000000258e-01
8.880000000000000115e-01 8.559999999999999831e-01
8.950000000000000178e-01 9.000000000000000222e-01
9.000000000000000222e-01 9.040000000000000258e-01
9.160000000000000364e-01 9.000000000000000222e-01
8.860000000000000098e-01 8.960000000000000187e-01
9.140000000000000346e-01 9.160000000000000364e-01
9.010000000000000231e-01 9.080000000000000293e-01
9.140000000000000346e-01 9.120000000000000329e-01
9.170000000000000373e-01 9.080000000000000293e-01
9.100000000000000311e-01 9.120000000000000329e-01
9.130000000000000338e-01 9.160000000000000364e-01
9.130000000000000338e-01 9.120000000000000329e-01
9.040000000000000258e-01 9.080000000000000293e-01
9.180000000000000382e-01 9.120000000000000329e-01
9.180000000000000382e-01 9.080000000000000293e-01
9.120000000000000329e-01 9.080000000000000293e-01
9.150000000000000355e-01 9.000000000000000222e-01
9.170000000000000373e-01 9.080000000000000293e-01
9.140000000000000346e-01 9.200000000000000400e-01
9.130000000000000338e-01 9.040000000000000258e-01
