# train_acc test_acc
1.940000000000000058e-01 2.000000000000000111e-01
6.059999999999999831e-01 6.079999999999999849e-01
8.000000000000000444e-01 8.399999999999999689e-01
8.499999999999999778e-01 8.519999999999999796e-01
8.900000000000000133e-01 8.840000000000000080e-01
8.930000000000000160e-01 8.920000000000000151e-01
9.060000000000000275e-01 9.200000000000000400e-01
9.140000000000000346e-01 9.240000000000000435e-01
9.210000000000000409e-01 9.280000000000000471e-01
9.150000000000000355e-01 9.360000000000000542e-01
9.100000000000000311e-01 9.360000000000000542e-01
9.140000000000000346e-01 9.360000000000000542e-01
9.280000000000000471e-01 9.360000000000000542e-01
9.230000000000000426e-01 9.399999999999999467e-01
9.220000000000000417e-01 9.479999999999999538e-01
9.350000000000000533e-01 9.360000000000000542e-01
9.180000000000000382e-01 9.360000000000000542e-01
9.220000000000000417e-01 9.439999999999999503e-01
9.260000000000000453e-01 9.439999999999999503e-01
9.290000000000000480e-01 9.479999999999999538e-01
9.350000000000000533e-01 9.360000000000000542e-01
9.310000000000000497e-01 9.439999999999999503e-01
9.150000000000000355e-01 9.320000000000000506e-01
9.330000000000000515e-01 9.399999999999999467e-01
9.360000000000000542e-01 9.559999999999999609e-01
9.370000000000000551e-01 9.399999999999999467e-01
9.379999999999999449e-01 9.399999999999999467e-01
9.399999999999999467e-01 9.519999999999999574e-01
9.399999999999999467e-01 9.559999999999999609e-01
9.429999999999999494e-01 9.479999999999999538e-01
9.389999999999999458e-01 9.479999999999999538e-01
9.459999999999999520e-01 9.439999999999999503e-01
9.399999999999999467e-01 9.439999999999999503e-01
9.459999999999999520e-01 9.519999999999999574e-01
9.439999999999999503e-01 9.439999999999999503e-01
9.419999999999999485e-01 9.599999999999999645e-01
9.479999999999999538e-01 9.399999999999999467e-01
9.459999999999999520e-01 9.599999999999999645e-01
9.370000000000000551e-01 9.360000000000000542e-01
9.509999999999999565e-01 9.439999999999999503e-01
9.459999999999999520e-01 9.360000000000000542e-01
9.479999999999999538e-01 9.439999999999999503e-01
9.399999999999999467e-01 9.439999999999999503e-01
9.449999999999999512e-01 9.479999999999999538e-01
9.509999999999999565e-01 9.559999999999999609e-01
9.499999999999999556e-01 9.559999999999999609e-01
9.539999999999999591e-01 9.559999999999999609e-01
9.529999999999999583e-01 9.599999999999999645e-01
9.459999999999999520e-01 9.519999999999999574e-01
9.459999999999999520e-01 9.479999999999999538e-01
9.449999999999999512e-01 9.439999999999999503e-01
