# train_acc test_acc
2.000000000000000111e-01 2.000000000000000111e-01
5.779999999999999583e-01 5.799999999999999600e-01
6.209999999999999964e-01 6.480000000000000204e-01
6.929999999999999494e-01 7.119999999999999662e-01
8.319999999999999618e-01 8.519999999999999796e-01
8.449999999999999734e-01 8.439999999999999725e-01
8.539999999999999813e-01 8.559999999999999831e-01
8.459999999999999742e-01 8.599999999999999867e-01
8.419999999999999707e-01 8.559999999999999831e-01
8.549999999999999822e-01 8.679999999999999938e-01
8.249999999999999556e-01 8.199999999999999512e-01
8.750000000000000000e-01 8.920000000000000151e-01
8.729999999999999982e-01 8.559999999999999831e-01
8.739999999999999991e-01 8.599999999999999867e-01
8.860000000000000098e-01 8.960000000000000187e-01
8.860000000000000098e-01 9.000000000000000222e-01
8.830000000000000071e-01 8.960000000000000187e-01
9.010000000000000231e-01 9.000000000000000222e-01
8.890000000000000124e-01 8.960000000000000187e-01
8.960000000000000187e-01 9.080000000000000293e-01
8.910000000000000142e-01 9.040000000000000258e-01
9.110000000000000320e-01 9.120000000000000329e-01
8.920000000000000151e-01 9.040000000000000258e-01
9.150000000000000355e-01 9.120000000000000329e-01
9.080000000000000293e-01 9.080000000000000293e-01
9.040000000000000258e-01 9.200000000000000400e-01
9.100000000000000311e-01 9.040000000000000258e-01
9.120000000000000329e-01 9.120000000000000329e-01
9.000000000000000222e-01 9.120000000000000329e-01
9.110000000000000320e-01 9.240000000000000435e-01
9.140000000000000346e-01 9.040000000000000258e-01
9.170000000000000373e-01 9.120000000000000329e-01
9.140000000000000346e-01 9.200000000000000400e-01
9.030000000000000249e-01 9.200000000000000400e-01
9.090000000000000302e-01 9.200000000000000400e-01
9.140000000000000346e-01 9.120000000000000329e-01
9.170000000000000373e-01 9.120000000000000329e-01
9.130000000000000338e-01 9.160000000000000364e-01
9.080000000000000293e-01 9.120000000000000329e-01
8.970000000000000195e-01 9.040000000000000258e-01
9.050000000000000266e-01 9.040000000000000258e-01
9.130000000000000338e-01 9.160000000000000364e-01
9.140000000000000346e-01 9.080000000000000293e-01
9.080000000000000293e-01 9.040000000000000258e-01
8.860000000000000098e-01 8.599999999999999867e-01
9.170000000000000373e-01 9.120000000000000329e-01
9.100000000000000311e-01 9.080000000000000293e-01
9.180000000000000382e-01 9.200000000000000400e-01
9.160000000000000364e-01 9.160000000000000364e-01
9.170000000000000373e-01 9.160000000000000364e-01
9.090000000000000302e-01 9.160000000000000364e-01
