# train_acc test_acc
2.000000000000000111e-01 2.000000000000000111e-01
7.780000000000000249e-01 7.800000000000000266e-01
8.689999999999999947e-01 8.679999999999999938e-01
8.780000000000000027e-01 8.679999999999999938e-01
8.800000000000000044e-01 8.679999999999999938e-01
8.920000000000000151e-01 8.800000000000000044e-01
9.150000000000000355e-01 9.120000000000000329e-01
9.170000000000000373e-01 9.320000000000000506e-01
9.170000000000000373e-01 9.160000000000000364e-01
9.389999999999999458e-01 9.399999999999999467e-01
9.240000000000000435e-01 9.040000000000000258e-01
9.350000000000000533e-01 9.240000000000000435e-01
9.370000000000000551e-01 9.360000000000000542e-01
9.310000000000000497e-01 9.240000000000000435e-01
9.350000000000000533e-01 9.320000000000000506e-01
9.250000000000000444e-01 9.160000000000000364e-01
9.399999999999999467e-01 9.320000000000000506e-01
9.250000000000000444e-01 9.200000000000000400e-01
9.469999999999999529e-01 9.240000000000000435e-01
9.270000000000000462e-01 9.320000000000000506e-01
9.529999999999999583e-01 9.439999999999999503e-01
9.350000000000000533e-01 9.320000000000000506e-01
9.389999999999999458e-01 9.439999999999999503e-01
9.499999999999999556e-01 9.519999999999999574e-01
9.409999999999999476e-01 9.360000000000000542e-01
9.489999999999999547e-01 9.399999999999999467e-01
9.110000000000000320e-01 9.120000000000000329e-01
9.539999999999999591e-01 9.519999999999999574e-01
9.509999999999999565e-01 9.559999999999999609e-01
9.230000000000000426e-01 9.120000000000000329e-01
9.509999999999999565e-01 9.479999999999999538e-01
9.419999999999999485e-01 9.280000000000000471e-01
9.399999999999999467e-01 9.519999999999999574e-01
9.529999999999999583e-01 9.519999999999999574e-01
9.529999999999999583e-01 9.479999999999999538e-01
9.559999999999999609e-01 9.599999999999999645e-01
9.469999999999999529e-01 9.479999999999999538e-01
9.499999999999999556e-01 9.599999999999999645e-01
9.409999999999999476e-01 9.439999999999999503e-01
9.499999999999999556e-01 9.599999999999999645e-01
9.449999999999999512e-01 9.479999999999999538e-01
9.499999999999999556e-01 9.559999999999999609e-01
9.569999999999999618e-01 9.639999999999999680e-01
9.539999999999999591e-01 9.599999999999999645e-01
9.539999999999999591e-01 9.599999999999999645e-01
9.509999999999999565e-01 9.519999999999999574e-01
9.599999999999999645e-01 9.559999999999999609e-01
9.519999999999999574e-01 9.599999999999999645e-01
9.529999999999999583e-01 9.639999999999999680e-01
9.429999999999999494e-01 9.479999999999999538e-01
9.549999999999999600e-01 9.599999999999999645e-01
