# train_acc test_acc
2.000000000000000111e-01 2.000000000000000111e-01
4.689999999999999725e-01 4.799999999999999822e-01
7.780000000000000249e-01 7.640000000000000124e-01
8.760000000000000009e-01 8.639999999999999902e-01
8.659999999999999920e-01 8.519999999999999796e-01
8.569999999999999840e-01 8.279999999999999583e-01
8.149999999999999467e-01 8.439999999999999725e-01
8.870000000000000107e-01 8.800000000000000044e-01
8.920000000000000151e-01 8.960000000000000187e-01
9.020000000000000240e-01 8.960000000000000187e-01
8.960000000000000187e-01 8.880000000000000115e-01
8.599999999999999867e-01 8.439999999999999725e-01
9.110000000000000320e-01 8.960000000000000187e-01
9.080000000000000293e-01 9.000000000000000222e-01
8.820000000000000062e-01 8.880000000000000115e-01
8.840000000000000080e-01 8.880000000000000115e-01
9.090000000000000302e-01 9.160000000000000364e-01
9.130000000000000338e-01 9.040000000000000258e-01
9.140000000000000346e-01 9.080000000000000293e-01
9.140000000000000346e-01 9.080000000000000293e-01
9.130000000000000338e-01 9.040000000000000258e-01
9.090000000000000302e-01 9.080000000000000293e-01
9.100000000000000311e-01 9.160000000000000364e-01
9.080000000000000293e-01 9.080000000000000293e-01
9.000000000000000222e-01 9.000000000000000222e-01
9.150000000000000355e-01 9.160000000000000364e-01
9.080000000000000293e-01 9.120000000000000329e-01
8.970000000000000195e-01 8.920000000000000151e-01
9.070000000000000284e-01 9.120000000000000329e-01
9.060000000000000275e-01 8.920000000000000151e-01
9.140000000000000346e-01 9.200000000000000400e-01
9.130000000000000338e-01 9.120000000000000329e-01
9.130000000000000338e-01 9.160000000000000364e-01
9.100000000000000311e-01 9.080000000000000293e-01
9.090000000000000302e-01 9.160000000000000364e-01
9.070000000000000284e-01 9.000000000000000222e-01
9.140000000000000346e-01 9.040000000000000258e-01
9.130000000000000338e-01 9.080000000000000293e-01
9.020000000000000240e-01 8.960000000000000187e-01
9.120000000000000329e-01 9.160000000000000364e-01
9.150000000000000355e-01 9.160000000000000364e-01
9.010000000000000231e-01 9.080000000000000293e-01
9.200000000000000400e-01 9.160000000000000364e-01
9.130000000000000338e-01 9.120000000000000329e-01
9.100000000000000311e-01 9.320000000000000506e-01
9.100000000000000311e-01 9.120000000000000329e-01
9.190000000000000391e-01 9.160000000000000364e-01
9.110000000000000320e-01 9.080000000000000293e-01
9.040000000000000258e-01 9.080000000000000293e-01
9.160000000000000364e-01 9.160000000000000364e-01
9.190000000000000391e-01 9.120000000000000329e-01
