# train_acc test_acc
2.000000000000000111e-01 2.000000000000000111e-01
5.280000000000000249e-01 5.240000000000000213e-01
7.900000000000000355e-01 7.720000000000000195e-01
8.239999999999999547e-01 8.199999999999999512e-01
8.519999999999999796e-01 8.599999999999999867e-01
8.699999999999999956e-01 9.080000000000000293e-01
9.000000000000000222e-01 9.240000000000000435e-01
8.930000000000000160e-01 8.920000000000000151e-01
9.210000000000000409e-01 9.160000000000000364e-01
9.180000000000000382e-01 9.280000000000000471e-01
9.120000000000000329e-01 9.200000000000000400e-01
9.200000000000000400e-01 9.439999999999999503e-01
9.160000000000000364e-01 9.360000000000000542e-01
9.230000000000000426e-01 9.479999999999999538e-01
9.210000000000000409e-01 9.160000000000000364e-01
9.150000000000000355e-01 9.120000000000000329e-01
9.150000000000000355e-01 9.120000000000000329e-01
9.230000000000000426e-01 9.200000000000000400e-01
9.280000000000000471e-01 9.479999999999999538e-01
9.270000000000000462e-01 9.399999999999999467e-01
9.070000000000000284e-01 9.200000000000000400e-01
9.250000000000000444e-01 9.360000000000000542e-01
9.090000000000000302e-01 9.160000000000000364e-01
9.140000000000000346e-01 9.160000000000000364e-01
9.200000000000000400e-01 9.399999999999999467e-01
9.280000000000000471e-01 9.519999999999999574e-01
9.270000000000000462e-01 9.479999999999999538e-01
9.210000000000000409e-01 9.439999999999999503e-01
9.350000000000000533e-01 9.320000000000000506e-01
9.300000000000000488e-01 9.399999999999999467e-01
9.310000000000000497e-01 9.200000000000000400e-01
9.280000000000000471e-01 9.479999999999999538e-01
9.310000000000000497e-01 9.439999999999999503e-01
9.379999999999999449e-01 9.439999999999999503e-01
9.310000000000000497e-01 9.280000000000000471e-01
9.260000000000000453e-01 9.320000000000000506e-01
9.290000000000000480e-01 9.360000000000000542e-01
9.220000000000000417e-01 9.439999999999999503e-01
9.290000000000000480e-01 9.399999999999999467e-01
9.280000000000000471e-01 9.519999999999999574e-01
9.260000000000000453e-01 9.479999999999999538e-01
9.310000000000000497e-01 9.200000000000000400e-01
9.350000000000000533e-01 9.399999999999999467e-01
9.409999999999999476e-01 9.439999999999999503e-01
9.360000000000000542e-01 9.320000000000000506e-01
9.379999999999999449e-01 9.399999999999999467e-01
9.399999999999999467e-01 9.320000000000000506e-01
9.290000000000000480e-01 9.360000000000000542e-01
9.340000000000000524e-01 9.519999999999999574e-01
9.330000000000000515e-01 9.439999999999999503e-01
9.360000000000000542e-01 9.360000000000000542e-01
