# train_acc test_acc
8.000000000000000167e-02 8.000000000000000167e-02
4.460000000000000075e-01 4.440000000000000058e-01
5.663333333333333552e-01 5.360000000000000320e-01
5.799999999999999600e-01 5.899999999999999689e-01
5.360000000000000320e-01 5.300000000000000266e-01
6.199999999999999956e-01 6.260000000000000009e-01
6.686666666666666314e-01 6.500000000000000222e-01
6.590000000000000302e-01 6.440000000000000169e-01
6.576666666666666217e-01 6.520000000000000240e-01
6.666666666666666297e-01 6.600000000000000311e-01
6.683333333333333348e-01 6.660000000000000364e-01
7.466666666666667007e-01 7.099999999999999645e-01
7.286666666666666847e-01 7.139999999999999680e-01
7.626666666666667149e-01 7.439999999999999947e-01
7.746666666666666146e-01 7.700000000000000178e-01
7.536666666666667069e-01 7.459999999999999964e-01
7.803333333333333233e-01 7.580000000000000071e-01
7.810000000000000275e-01 7.760000000000000231e-01
7.026666666666666616e-01 6.919999999999999485e-01
7.860000000000000320e-01 7.880000000000000338e-01
8.083333333333333481e-01 7.960000000000000409e-01
7.723333333333333162e-01 7.700000000000000178e-01
8.080000000000000515e-01 7.940000000000000391e-01
8.020000000000000462e-01 8.060000000000000497e-01
8.249999999999999556e-01 8.259999999999999565e-01
8.186666666666666536e-01 8.020000000000000462e-01
8.289999999999999591e-01 8.259999999999999565e-01
8.389999999999999680e-01 8.339999999999999636e-01
8.349999999999999645e-01 8.319999999999999618e-01
8.443333333333333801e-01 8.259999999999999565e-01
8.343333333333333712e-01 8.239999999999999547e-01
8.416666666666666741e-01 8.359999999999999654e-01
8.523333333333333872e-01 8.379999999999999671e-01
8.469999999999999751e-01 8.279999999999999583e-01
8.583333333333332815e-01 8.399999999999999689e-01
8.369999999999999662e-01 8.339999999999999636e-01
8.516666666666666829e-01 8.419999999999999707e-01
8.693333333333332913e-01 8.699999999999999956e-01
8.506666666666666821e-01 8.359999999999999654e-01
8.629999999999999893e-01 8.559999999999999831e-01
8.313333333333333686e-01 8.319999999999999618e-01
8.756666666666667043e-01 8.619999999999999885e-01
8.806666666666667087e-01 8.800000000000000044e-01
8.703333333333332922e-01 8.699999999999999956e-01
8.736666666666667025e-01 8.739999999999999991e-01
8.793333333333333002e-01 8.719999999999999973e-01
8.850000000000000089e-01 8.800000000000000044e-01
9.026666666666666172e-01 8.820000000000000062e-01
8.940000000000000169e-01 8.880000000000000115e-01
8.750000000000000000e-01 8.639999999999999902e-01
8.963333333333333153e-01 8.900000000000000133e-01
