# train_acc test_acc
7.166666666666667018e-02 7.000000000000000666e-02
4.843333333333333379e-01 4.779999999999999805e-01
5.819999999999999618e-01 5.620000000000000551e-01
6.013333333333333863e-01 6.179999999999999938e-01
6.333333333333333037e-01 6.380000000000000115e-01
6.246666666666667034e-01 6.380000000000000115e-01
6.790000000000000480e-01 6.820000000000000506e-01
6.793333333333333446e-01 6.760000000000000453e-01
6.873333333333333517e-01 6.919999999999999485e-01
7.163333333333333774e-01 7.500000000000000000e-01
7.520000000000000018e-01 7.459999999999999964e-01
7.283333333333333881e-01 7.199999999999999734e-01
7.550000000000000044e-01 7.500000000000000000e-01
7.156666666666666732e-01 6.919999999999999485e-01
7.343333333333332824e-01 7.199999999999999734e-01
7.770000000000000240e-01 7.740000000000000213e-01
7.456666666666666998e-01 7.419999999999999929e-01
6.856666666666666465e-01 6.660000000000000364e-01
7.479999999999999982e-01 7.520000000000000018e-01
7.916666666666666297e-01 7.640000000000000124e-01
7.830000000000000293e-01 7.780000000000000249e-01
7.806666666666666199e-01 7.600000000000000089e-01
8.006666666666666377e-01 7.940000000000000391e-01
7.996666666666666368e-01 7.800000000000000266e-01
7.830000000000000293e-01 7.580000000000000071e-01
7.913333333333333330e-01 7.980000000000000426e-01
8.020000000000000462e-01 8.080000000000000515e-01
7.566666666666667096e-01 7.379999999999999893e-01
7.646666666666667167e-01 7.540000000000000036e-01
8.299999999999999600e-01 8.279999999999999583e-01
8.126666666666666483e-01 8.060000000000000497e-01
7.923333333333333339e-01 7.740000000000000213e-01
8.120000000000000551e-01 8.199999999999999512e-01
8.070000000000000506e-01 8.020000000000000462e-01
8.070000000000000506e-01 8.020000000000000462e-01
8.173333333333333561e-01 8.100000000000000533e-01
7.943333333333333357e-01 7.940000000000000391e-01
8.259999999999999565e-01 8.080000000000000515e-01
8.293333333333333668e-01 8.239999999999999547e-01
8.179999999999999494e-01 8.080000000000000515e-01
8.000000000000000444e-01 7.960000000000000409e-01
8.349999999999999645e-01 8.399999999999999689e-01
8.369999999999999662e-01 8.279999999999999583e-01
8.223333333333333606e-01 8.120000000000000551e-01
8.086666666666666448e-01 7.980000000000000426e-01
8.159999999999999476e-01 7.880000000000000338e-01
8.346666666666666679e-01 8.219999999999999529e-01
8.323333333333333695e-01 8.060000000000000497e-01
8.383333333333333748e-01 8.219999999999999529e-01
8.136666666666666492e-01 7.840000000000000302e-01
8.110000000000000542e-01 7.860000000000000320e-01
