# train_acc test_acc
8.133333333333332693e-02 7.799999999999999989e-02
4.879999999999999893e-01 4.939999999999999947e-01
6.523333333333333206e-01 6.560000000000000275e-01
6.486666666666666137e-01 6.400000000000000133e-01
7.119999999999999662e-01 7.199999999999999734e-01
6.440000000000000169e-01 6.460000000000000187e-01
7.226666666666666794e-01 7.239999999999999769e-01
7.336666666666666892e-01 7.099999999999999645e-01
7.396666666666666945e-01 7.239999999999999769e-01
7.683333333333333126e-01 7.459999999999999964e-01
7.459999999999999964e-01 7.159999999999999698e-01
7.239999999999999769e-01 7.119999999999999662e-01
7.573333333333333028e-01 7.279999999999999805e-01
7.776666666666666172e-01 7.640000000000000124e-01
7.686666666666667203e-01 7.500000000000000000e-01
7.726666666666666128e-01 7.580000000000000071e-01
7.479999999999999982e-01 7.520000000000000018e-01
8.076666666666666439e-01 7.980000000000000426e-01
7.850000000000000311e-01 7.800000000000000266e-01
8.169999999999999485e-01 8.060000000000000497e-01
8.293333333333333668e-01 8.100000000000000533e-01
8.056666666666666421e-01 7.980000000000000426e-01
8.319999999999999618e-01 8.239999999999999547e-01
8.616666666666666918e-01 8.359999999999999654e-01
8.563333333333332797e-01 8.299999999999999600e-01
8.429999999999999716e-01 8.319999999999999618e-01
8.806666666666667087e-01 8.379999999999999671e-01
8.469999999999999751e-01 8.279999999999999583e-01
8.713333333333332931e-01 8.419999999999999707e-01
8.696666666666666989e-01 8.299999999999999600e-01
8.626666666666666927e-01 8.359999999999999654e-01
8.503333333333333854e-01 8.299999999999999600e-01
8.383333333333333748e-01 8.319999999999999618e-01
8.676666666666666972e-01 8.299999999999999600e-01
8.756666666666667043e-01 8.599999999999999867e-01
8.783333333333332993e-01 8.459999999999999742e-01
8.579999999999999849e-01 8.279999999999999583e-01
8.856666666666667131e-01 8.619999999999999885e-01
8.699999999999999956e-01 8.439999999999999725e-01
8.716666666666667007e-01 8.519999999999999796e-01
8.823333333333333028e-01 8.519999999999999796e-01
8.790000000000000036e-01 8.499999999999999778e-01
8.739999999999999991e-01 8.539999999999999813e-01
8.279999999999999583e-01 7.880000000000000338e-01
8.906666666666667176e-01 8.679999999999999938e-01
8.986666666666666137e-01 8.739999999999999991e-01
8.880000000000000115e-01 8.619999999999999885e-01
8.966666666666666119e-01 8.739999999999999991e-01
9.030000000000000249e-01 8.719999999999999973e-01
8.753333333333332966e-01 8.399999999999999689e-01
8.556666666666666865e-01 8.299999999999999600e-01
